scheme,outer_fold,method,complexity,alpha,inner_r68,inner_r90,inner_n
event_random5,2,raw,0,0.75,0.08565444620884567,0.15409102160393262,3600
event_random5,2,raw,0,1.0,0.07895717845690421,0.14745605510630908,3600
event_random5,2,raw,0,1.5,0.07849106267034302,0.14803217380243144,3600
event_random5,2,raw,0,1.5341274046343907,0.07890421328864854,0.14900038525102685,3600
event_random5,2,raw,0,2.3535468936502513,0.09226364124130221,0.16504462352393948,3600
event_random5,2,raw,0,3.6106407876409943,0.11083394595474642,0.19096180842152158,3600
event_random5,2,raw,0,5.539182980610754,0.12820875836307832,0.2149274856465339,3600
event_random5,2,raw,0,8.49781240983936,0.14313157531375315,0.2381138385592425,3600
event_random5,2,raw,0,13.03672689737678,0.15273952266453816,0.2548261081829397,3600
event_random5,2,raw,0,20.0,0.15988073282354112,0.26760538292359914,3600
event_random5,2,dt_quad,3,0.05,0.11729502209850536,0.21616816000840255,3600
event_random5,2,dt_quad,3,0.07670637023171953,0.11351792348778064,0.2097583045841173,3600
event_random5,2,dt_quad,3,0.11767734468251262,0.10838660736044906,0.20114986260375373,3600
event_random5,2,dt_quad,3,0.1805320393820497,0.1023506410570889,0.18942524326286045,3600
event_random5,2,dt_quad,3,0.2769591490305376,0.09611425069354401,0.17780391872724577,3600
event_random5,2,dt_quad,3,0.42489062049196813,0.0889170413347817,0.16330027156821758,3600
event_random5,2,dt_quad,3,0.6518363448688389,0.08157644558618526,0.14944197450406763,3600
event_random5,2,dt_quad,3,0.75,0.07924812277989812,0.14687190529447597,3600
event_random5,2,dt_quad,3,1.0,0.076538601199949,0.14174266418370227,3600
event_random5,2,dt_quad,3,1.5,0.07350288713311717,0.14133410190176843,3600
event_random5,2,dt_quad,3,1.5341274046343907,0.07364761153798949,0.1414139116890359,3600
event_random5,2,dt_quad,3,2.3535468936502513,0.07947267061504623,0.14998343610923318,3600
event_random5,2,dt_quad,3,3.6106407876409943,0.08676216097059698,0.1599872754788396,3600
event_random5,2,dt_quad,3,5.539182980610754,0.09392236627499793,0.1740433676695427,3600
event_random5,2,dt_quad,3,8.49781240983936,0.10077881187504191,0.18552208739677703,3600
event_random5,2,dt_quad,3,13.03672689737678,0.10643698027898892,0.19421165537018917,3600
event_random5,2,dt_quad,3,20.0,0.10977646195569588,0.20020916911625597,3600
event_random5,2,r2_quad,3,0.05,0.09700458373325287,0.18789688936275875,3600
event_random5,2,r2_quad,3,0.07670637023171953,0.09329502256032367,0.1802754647520178,3600
event_random5,2,r2_quad,3,0.11767734468251262,0.0886991424164718,0.17217827381469983,3600
event_random5,2,r2_quad,3,0.1805320393820497,0.08259315230909467,0.16076306231903806,3600
event_random5,2,r2_quad,3,0.2769591490305376,0.07604642041307345,0.14599803322331592,3600
event_random5,2,r2_quad,3,0.42489062049196813,0.06982088562030438,0.12917043283644786,3600
event_random5,2,r2_quad,3,0.6518363448688389,0.06388375201285916,0.12387117131301888,3600
event_random5,2,r2_quad,3,0.75,0.0625983345136982,0.12144883277546219,3600
event_random5,2,r2_quad,3,1.0,0.06334976698556254,0.12248447340336477,3600
