method,bootstrap,baseline_resolution,improved_resolution,delta,ratio
exploratory_ub_bottom_stretch,134,0.049042645475808215,0.0484065857279176,-0.0006360597478906119,0.987030476400292
exploratory_ub_bottom_stretch,135,0.04679304678727347,0.045665737797558496,-0.0011273089897149771,0.9759086217480163
exploratory_ub_bottom_stretch,136,0.04939358745397907,0.04818406770801056,-0.0012095197459685153,0.9755126159423944
exploratory_ub_bottom_stretch,137,0.048350059393133006,0.047242213446097706,-0.0011078459470353005,0.9770869785696138
exploratory_ub_bottom_stretch,138,0.049813411060121965,0.04920012526713072,-0.0006132857929912472,0.9876883397474819
exploratory_ub_bottom_stretch,139,0.049114047273281745,0.04790370768948151,-0.001210339583800235,0.9753565496839299
exploratory_ub_bottom_stretch,140,0.048861484067086035,0.04744307177119878,-0.001418412295887253,0.9709707487816007
exploratory_ub_bottom_stretch,141,0.04873298260003802,0.04731220294739089,-0.0014207796526471278,0.9708456249372674
exploratory_ub_bottom_stretch,142,0.04726208723757412,0.04602316340906325,-0.001238923828510874,0.9737860957709479
exploratory_ub_bottom_stretch,143,0.04933453258898222,0.04869958500016639,-0.0006349475888158262,0.9871297536331047
exploratory_ub_bottom_stretch,144,0.04899400724839913,0.047654056588722384,-0.0013399506596767433,0.9726507233245241
exploratory_ub_bottom_stretch,145,0.04779203708695597,0.046360482079716686,-0.0014315550072392866,0.970046160521791
exploratory_ub_bottom_stretch,146,0.047670872380698094,0.04635024694456278,-0.0013206254361353142,0.9722970155530438
exploratory_ub_bottom_stretch,147,0.048719212582113314,0.047496314030171856,-0.0012228985519414579,0.9748990493251438
exploratory_ub_bottom_stretch,148,0.047602852313985845,0.046315393763801296,-0.001287458550184549,0.9729541721220287
exploratory_ub_bottom_stretch,149,0.04958744096794939,0.04898129818648029,-0.0006061427814691017,0.987776284284142
exploratory_ub_bottom_stretch,150,0.04901310318162953,0.04749846418809066,-0.0015146389935388749,0.9690972638903106
exploratory_ub_bottom_stretch,151,0.04889993343985421,0.047352501559770104,-0.0015474318800841047,0.968355133203046
exploratory_ub_bottom_stretch,152,0.048768752592445785,0.04790035404310303,-0.0008683985493427582,0.9821935460068079
exploratory_ub_bottom_stretch,153,0.04725731055472095,0.046253384520092804,-0.0010039260346281428,0.9787561750162304
exploratory_ub_bottom_stretch,154,0.05062425523911103,0.049175889419817806,-0.0014483658192932236,0.971389883911334
exploratory_ub_bottom_stretch,155,0.04774904119589128,0.04678226137266395,-0.0009667798232273345,0.9797528955762461
exploratory_ub_bottom_stretch,156,0.04741780408645706,0.04653408516322258,-0.0008837189232344805,0.9813631411184037
exploratory_ub_bottom_stretch,157,0.04871663391326002,0.04688966407608437,-0.001826969837175646,0.9624980280774619
exploratory_ub_bottom_stretch,158,0.047592091392458194,0.0462895918037986,-0.001302499588659592,0.972632016149095
exploratory_ub_bottom_stretch,159,0.048442215282403375,0.04711149370423936,-0.0013307215781640166,0.9725297125573983
exploratory_ub_bottom_stretch,160,0.048748461039793974,0.04787030240697727,-0.0008781586328167057,0.9819859209073317
exploratory_ub_bottom_stretch,161,0.047822513876880864,0.04678220871206503,-0.001040305164815833,0.9782465395379654
exploratory_ub_bottom_stretch,162,0.046209482310665594,0.045198565961708716,-0.0010109163489568779,0.9781231838487066
exploratory_ub_bottom_stretch,163,0.04786510068685048,0.04691713765771566,-0.0009479630291348226,0.9801951105182727
exploratory_ub_bottom_stretch,164,0.04921366252649945,0.04775111639991483,-0.0014625461265846268,0.9702817052927709
exploratory_ub_bottom_stretch,165,0.04827085528930909,0.047130001280894104,-0.0011408540084149876,0.9763655729409116
exploratory_ub_bottom_stretch,166,0.04859711336672042,0.04737353579143451,-0.0012235775752859127,0.9748220112159208
exploratory_ub_bottom_stretch,167,0.049702554842589286,0.04818702616227851,-0.001515528680310775,0.9695080326331205
exploratory_ub_bottom_stretch,168,0.0475628262761379,0.04612843233901331,-0.0014343939371245923,0.9698421214753543
exploratory_ub_bottom_stretch,169,0.04914204417904385,0.04775789747070636,-0.0013841467083374887,0.9718337580078171
exploratory_ub_bottom_stretch,170,0.048030441794770534,0.04685811637169271,-0.0011723254230778246,0.9755920333173894
exploratory_ub_bottom_stretch,171,0.047849924506223836,0.046702101353710765,-0.0011478231525130708,0.9760120174826238
exploratory_ub_bottom_stretch,172,0.047928582499898724,0.04629299311779884,-0.0016355893820998862,0.9658744470044917
exploratory_ub_bottom_stretch,173,0.047340945563553165,0.04567729747247319,-0.0016636480910799736,0.9648581566913023
exploratory_ub_bottom_stretch,174,0.04818127012964907,0.04698530907775986,-0.0011959610518892105,0.975177884504268
exploratory_ub_bottom_stretch,175,0.04829116001055079,0.04694194710796795,-0.0013492129025828373,0.972060871963149
exploratory_ub_bottom_stretch,176,0.04848547785517566,0.04732032074832548,-0.0011651571068501815,0.9759689466126236
exploratory_ub_bottom_stretch,177,0.04768724173495229,0.04623040432957688,-0.0014568374053754093,0.9694501641870467
exploratory_ub_bottom_stretch,178,0.04560555953963773,0.04415326225207956,-0.00145229728755817,0.968155257775186
